ISSN1,ISSN2,Sourceid,SJR
2333-3936,,21100853546,0.76
1387-7003,,25267,0.76
2666-3740,,21101092873,0.76
2161-7201,1946-5319,21100259111,0.76
2772-9303,,21101150317,0.76
2958-6542,,21101202000,0.76
0143-6597,1360-2241,15471,0.76
2949-7507,,21101256250,0.76
1055-6656,1545-1569,21036,0.76
2042-7530,1741-8887,17600155133,0.76
1863-9933,1863-9941,5300152611,0.76
1434-601X,1434-6001,28969,0.76
1552-3918,0163-2787,13242,0.76
1477-0911,0959-6836,22634,0.76
1464-6668,,19200157038,0.76
1867-108X,1867-1071,17600154902,0.76
0896-8446,,24064,0.76
2769-643X,,21101196409,0.76
0803-9488,1502-4725,18100,0.76
1070-5325,1099-1506,25712,0.76
1573-0867,1385-1314,56795,0.76
2153-3687,,21100817648,0.76
1576-5962,2174-0534,19900193855,0.76
0734-0451,1098-8955,14366,0.76
0268-540X,,34957,0.76
2688-4526,,21101185548,0.76
2291-2797,2291-2789,21100319398,0.76
0272-4391,1098-2299,21192,0.76
1068-0667,1573-3440,15372,0.76
2672-0191,2055-0391,21100901139,0.76
1552-4604,0091-2700,22983,0.76
1942-4302,1942-4310,19700186816,0.76
0916-8370,,27787,0.76
0895-2779,1543-2904,30091,0.76
1530-7980,0892-7057,13690,0.76
1541-132X,1541-1338,50039,0.76
1527-9995,0090-4295,20558,0.76
1536-0083,1535-3516,19200156956,0.76
1938-3282,0096-3402,4700152728,0.76
0165-1765,,28490,0.76
1931-7883,1931-7891,19700186873,0.76
0093-7711,1432-1211,22271,0.76
2198-4034,,21101133359,0.76
2040-4166,2040-4174,21100377744,0.76
1748-3735,1748-3743,19700188272,0.76
2330-2674,2330-2682,21100886529,0.76
0962-0214,1747-5066,5600152871,0.76
1525-3163,0021-8812,35941,0.76
1006-3471,2993-074X,21101123950,0.76
2053-4477,2053-4485,21100821145,0.76
1868-6354,1868-6346,19700200915,0.76
2154-1256,2154-1248,19700188345,0.76
1533-0338,1533-0346,13158,0.76
1943-7722,0002-9173,27045,0.75
1567-5394,1878-562X,16890,0.75
1525-6073,0742-0528,14409,0.75
1741-6590,1741-6604,16300154766,0.75
2085-1618,2528-1658,21101198446,0.75
1432-1114,0723-4864,20327,0.75
0165-0114,,26529,0.75
2227-9032,,21101041844,0.75
0022-2216,,28894,0.75
0022-3778,1469-7807,28572,0.75
2157-9288,,21100438184,0.75
2753-8125,,21101176795,0.75
1619-1374,1619-1366,144641,0.75
1423-0372,1011-6125,22302,0.75
0084-0173,,24497,0.75
1944-7515,1944-7558,17500155152,0.75
1471-2253,,21855,0.75
0007-4861,1432-0800,24624,0.75
1877-6337,1877-6345,21100208067,0.75
2772-6711,,21101132922,0.75
1226-2560,2093-8144,21100786205,0.75
1936-6590,1936-6582,17600155106,0.75
1615-5270,1615-5262,145326,0.75
1556-2956,1556-2948,10100153322,0.75
1470-1138,0263-5143,19700200807,0.75
0035-3787,,19307,0.75
1873-6254,0001-706X,21288,0.75
1746-5273,1746-5265,12100154706,0.75
2541-8785,1997-7670,21100915694,0.75
2210-741X,2210-7401,21100213800,0.75
1432-1068,1633-8065,29696,0.75
1468-2257,0017-4815,27172,0.75
0262-6667,,29470,0.75
1989-1342,1888-4296,18200156708,0.75
0718-9508,0718-9516,21100200421,0.75
1476-6825,,5700164337,0.75
2093-0569,2005-9159,21100199779,0.75
1678-8060,0074-0276,15205,0.75
2666-9560,,21101134737,0.75
2377-9608,,21100924251,0.75
1556-4886,1556-4991,6500153248,0.75
2073-4441,,21100255400,0.75
1810-6838,2073-4735,19700183007,0.75
1861-4728,1861-471X,4800156201,0.75
1911-4745,,21100805739,0.75
0952-8733,1740-3863,18798,0.75
1432-119X,0948-6143,18548,0.75
1648-5831,,4100151705,0.75
1613-365X,1612-295X,5800207869,0.75
2578-8094,2578-8086,21101274835,0.75
0300-9475,1365-3083,21357,0.75
0735-0414,1464-3502,24786,0.75
2352-1872,,21100386862,0.75
0943-4062,,28930,0.75
1470-8914,1476-9336,5700163232,0.75
2304-6767,,21100901062,0.75
1469-4425,0956-7925,26443,0.75
2198-0802,,21100838559,0.75
0363-2415,1548-8446,12760,0.75
2090-8024,2090-0252,19700177306,0.75
1059-924X,1545-0813,29249,0.75
1068-9583,1573-3572,15411,0.75
1477-5131,1873-4898,3200147817,0.75
1878-0180,1751-6161,8000153139,0.75
1470-3203,1752-8976,16436,0.75
0026-265X,,20922,0.75
2055-0332,2055-0324,21100922667,0.75
2363-9555,,21100817119,0.75
2666-5204,,21101077113,0.75
0869-6063,,21100836842,0.75
1614-2411,1619-4500,145295,0.75
1399-6576,0001-5172,21397,0.75
0001-6810,,5600152808,0.75
2504-3110,,21101020132,0.75
2673-6616,,21101195082,0.75
1558-1500,0361-1434,17371,0.75
1367-0069,,5700178973,0.75
1466-5026,1466-5034,19761,0.75
1598-5865,1865-2085,23821,0.75
2213-297X,,21100247045,0.75
1940-1892,0095-8964,23354,0.75
1073-0451,,19900193691,0.75
0197-7261,2051-6185,21100285034,0.75
1463-6778,1469-9915,18993,0.75
0730-2207,,64943,0.75
1613-7159,1866-749X,19600161828,0.75
2329-4973,2329-4965,21100819062,0.75
1751-1321,1751-133X,12100156093,0.75
1946-6315,,21100209501,0.75
1557-2862,,21100818505,0.75
2589-1081,2095-8811,21101040638,0.75
0006-291X,1090-2104,16845,0.75
1878-0849,1769-7212,130005,0.75
1064-7406,1558-1926,21134,0.75
2573-9832,,21101045739,0.75
1867-0334,1867-0342,19400158516,0.75
0379-0738,1872-6283,27743,0.75
1751-8687,1751-8695,5400152713,0.75
0020-5893,,26339,0.75
2210-7711,2210-7703,19700182275,0.75
2211-4599,,21100220426,0.75
1532-950X,0161-3499,19574,0.75
1896-1126,1898-4002,6300153123,0.75
1541-2555,1541-2563,130077,0.75
0918-8959,1348-4540,26030,0.75
1526-954X,1526-968X,22142,0.75
1556-3324,1556-3316,4800152310,0.75
2644-1322,,21101081712,0.75
0030-2414,1423-0232,12554,0.75
1536-4828,0885-3177,26660,0.75
1755-0483,,5700160451,0.75
1938-971X,1938-9728,17400154828,0.75
1360-7804,,145212,0.75
1734-1922,,4000151806,0.75
2349-6673,2347-5625,21100886348,0.75
2073-4344,,21100332402,0.75
1421-9778,1015-8987,18486,0.75
0260-3594,1548-9574,25242,0.75
1749-6039,1749-6020,21100800449,0.75
1179-1373,,19700175786,0.75
0094-730X,1873-801X,15506,0.75
1061-9518,,29884,0.75
0379-4024,,23965,0.75
1600-0714,0904-2512,26155,0.75
1874-8961,1874-8953,12400154723,0.75
2156-8324,2156-8316,19900191973,0.75
2055-0936,,21100854829,0.75
1572-9079,1386-923X,24620,0.75
2005-4408,2005-291X,19700175784,0.75
0257-2753,1421-9875,28299,0.75
1748-3115,1748-3107,11700154372,0.75
1558-9447,1558-9455,15300154825,0.75
2162-2256,2162-2248,21100337101,0.75
0267-3843,,25201,0.75
1099-1263,0260-437X,25126,0.75
1226-3303,2005-6648,26663,0.75
2059-6014,,21100801726,0.75
1098-9064,0094-6176,26072,0.75
2073-4395,,21100447811,0.74
2090-2255,2090-2247,19700180557,0.74
2314-6141,2314-6133,21100230018,0.74
0007-4497,,25286,0.74
2515-4230,2515-396X,21100936535,0.74
2468-1113,,21100824046,0.74
1746-1596,,5700191209,0.74
0748-8491,,5000153705,0.74
1438-2385,1438-2377,23068,0.74
1557-9999,1063-8210,12300,0.74
1726-0531,,19700186898,0.74
2499-5886,2499-2240,21101052704,0.74
1769-714X,1286-4579,20264,0.74
2058-9689,,21100853806,0.74
0165-0203,1477-8947,110123,0.74
2754-5865,2754-5873,21101242572,0.74
1449-8987,1448-5028,3600148103,0.74
1090-2147,0278-2626,12163,0.74
1877-9174,1877-9166,19700182329,0.74
2771-5892,,21101254074,0.74
1470-5958,1741-2838,16300154746,0.74
1499-4046,1878-2620,12717,0.74
1076-2752,,15986,0.74
0946-672X,1878-3252,29664,0.74
1573-7861,0884-8971,18084,0.74
2666-5581,,21101079132,0.74
1477-3848,0743-4618,28033,0.74
2210-8327,2634-1964,21100862637,0.74
2772-5294,,21101140105,0.74
0045-3102,1468-263X,28710,0.74
2632-6655,,21101107314,0.74
1873-2941,0009-3084,16945,0.74
2666-9900,,21101145560,0.74
1464-5351,1369-1058,14236,0.74
1973-820X,1120-2890,19700167906,0.74
2193-1127,,21100397403,0.74
1468-0394,0266-4720,24185,0.74
1941-2789,,19700175129,0.74
1096-0880,0022-2496,15568,0.74
2522-896X,2522-8978,21101089400,0.74
1520-5207,1520-6106,26970,0.74
0969-8051,1872-9614,17321,0.74
0029-6465,1558-1357,28828,0.74
2049-632X,,21100241668,0.74
2326-3660,0091-3847,19915,0.74
1000-1964,,18264,0.74
1617-7959,1617-7940,16294,0.74
2617-4782,,21101089362,0.74
2662-7671,,21100979268,0.74
1369-5258,1469-3569,145349,0.74
1095-998X,0195-6671,22539,0.74
1946-0171,1946-018X,19900191349,0.74
1476-8267,1024-2694,17272,0.74
1939-9154,0013-9157,20851,0.74
2150-6779,2150-6787,21100466229,0.74
1096-9098,0022-4790,21725,0.74
0947-5745,1439-0469,22605,0.74
1573-9104,0921-9668,27993,0.74
0042-6822,1096-0341,20886,0.74
1572-9036,0167-8019,24099,0.74
2052-4374,,21100469365,0.74
1467-8500,0313-6647,16511,0.74
1939-8697,0006-3185,13255,0.74
1753-9153,1753-9161,19700201448,0.74
0159-6306,1469-3739,100147327,0.74
1099-095X,1180-4009,21564,0.74
1542-233X,1542-2321,13869,0.74
2673-3129,,21101158935,0.74
2667-2421,,21101037913,0.74
1567-7257,1567-1348,14677,0.74
2090-2735,2090-2727,21100215171,0.74
0031-7012,1423-0313,21194,0.74
1055-6338,,81474,0.74
2633-2892,,21101065550,0.74
1939-6368,1939-6376,11700154736,0.74
2666-7193,,21101038829,0.74
2169-141X,2169-1401,21100241807,0.74
0340-5443,1432-0762,22803,0.74
0954-1985,1468-0343,28489,0.74
1745-5863,1745-5871,130140,0.74
1746-8809,1746-8817,21100304262,0.74
2169-5032,1555-3434,21100211334,0.74
1528-8994,0195-0738,27019,0.74
1876-6250,1568-5888,22520,0.74
2090-1429,2090-1437,21101005205,0.74
2329-7778,,21100403920,0.74
2782-2842,1814-1692,21101163250,0.74
1000-7598,,14617,0.74
0304-3770,,16728,0.74
1573-7454,1387-2532,24157,0.74
1470-8744,0885-4513,15462,0.74
2543-6368,,21101092526,0.74
2772-8013,,21101194311,0.74
1529-3181,,19300156904,0.74
1566-5240,1875-5666,19667,0.74
2042-3306,0425-1644,17777,0.74
0961-5423,1365-2354,29762,0.74
2296-2360,,21100851481,0.74
1365-2494,0142-5242,38284,0.74
0963-7486,1465-3478,12676,0.74
0887-8013,1098-2825,27226,0.74
1071-0922,,33015,0.74
1043-6596,1552-7832,28254,0.74
2055-2173,,21101023214,0.74
2047-7724,2047-7732,21100205998,0.74
0031-9406,1873-1465,16938,0.74
2667-3436,,21101140115,0.74
1178-7015,,19700174902,0.74
2475-2991,,21100901909,0.74
0963-0643,1473-6586,19850,0.74
2420-8124,,21100927406,0.74
1552-4973,1552-4981,16074,0.74
1606-0997,2072-1315,19450,0.74
2324-2426,,21101209807,0.74
1520-6904,0022-3263,25896,0.74
1520-6017,0022-3549,23079,0.74
0033-2747,1943-281X,18710,0.74
2426-8887,,21100978847,0.74
1854-2476,0351-0026,19900192595,0.74
0001-6268,0942-0940,20412,0.74
1553-6467,0002-9459,19444,0.74
2345-4644,2345-461X,21100454972,0.74
1532-1924,1521-6926,25450,0.74
0264-8725,2046-5556,15490,0.74
1422-6421,1422-6405,29166,0.74
2588-9141,,21101140107,0.74
0014-0139,1366-5847,29178,0.74
2673-8600,,21101171868,0.74
1360-144X,1470-1324,19700188332,0.74
1735-1472,1735-2630,4000148503,0.74
1532-2386,1094-2912,29501,0.74
1067-0564,1469-9400,16474,0.74
1069-5869,1531-5851,23893,0.74
1095-8673,0022-4804,21728,0.74
1573-742X,0929-5305,23899,0.74
2199-384X,2199-3858,21100924764,0.74
2306-5354,,21100886380,0.73
1521-9615,,13185,0.73
1553-524X,1531-3492,25889,0.73
1079-0969,2150-4113,20841,0.73
2306-5338,,21100860118,0.73
0951-8398,,200147111,0.73
0959-3969,1466-4402,22844,0.73
2220-9964,,21100427639,0.73
1938-9027,1526-6133,21100210920,0.73
1661-7738,1661-7746,5700165174,0.73
2090-0732,2090-0724,21100228081,0.73
2949-8392,,21101204432,0.73
0263-6174,2048-4038,16304,0.73
2590-0536,,21101034440,0.73
1471-2431,,14521,0.73
1000-3045,,21101097035,0.73
1432-086X,0174-1551,16597,0.73
2610-9182,,21101017598,0.73
2047-9077,0261-4294,21101023217,0.73
1618-727X,0897-1889,17223,0.73
1570-7873,,800147111,0.73
2253-5969,,21101161459,0.73
2306-9740,,21101056011,0.73
1469-9893,1461-3808,19700181401,0.73
2042-0080,2090-8083,19700177307,0.73
1552-4833,1552-4825,145157,0.73
2076-2615,,21100244850,0.73
1573-3270,1090-0586,12041,0.73
1327-2020,0312-8962,11700154369,0.73
1399-0012,0902-0063,21038,0.73
1756-7599,,21101091713,0.73
2631-6331,,21101039874,0.73
0016-6987,2035-5556,26824,0.73
1432-1254,0020-7128,13506,0.73
1746-4269,,6400153111,0.73
1793-6993,0219-8916,6100153017,0.73
0888-7985,1558-7959,15688,0.73
2383-7845,2383-7837,21100397712,0.73
1045-6635,2325-5080,82226,0.73
0146-6380,,26393,0.73
2633-9048,,21101120350,0.73
2835-5075,,21101237954,0.73
0102-311X,1678-4464,20135,0.73
2153-0416,0192-3234,19634,0.73
0963-9292,1573-3017,25075,0.73
0938-5428,1464-3596,145598,0.73
8756-758X,1460-2695,29222,0.73
2046-8261,2046-8253,21100447810,0.73
2215-1486,2215-1478,21101048850,0.73
1095-922X,0140-1963,29267,0.73
2041-2568,2041-2576,21101063734,0.73
0391-2078,1972-4977,21100275426,0.73
2040-2244,,21100205753,0.73
0024-3949,1613-396X,23836,0.73
1876-4452,1355-0306,27800,0.73
1750-8533,1750-8614,21100898050,0.73
1543-2793,0888-4781,15281,0.73
0954-691X,1473-5687,28310,0.73
0888-613X,1873-4731,24286,0.73
1529-9716,,4700152759,0.73
0021-9673,1873-3778,130000,0.73
1672-1926,,21100239235,0.73
2658-5995,2587-8123,21101053557,0.73
1522-1709,1520-9512,19831,0.73
2301-3850,2301-3869,21100827839,0.73
0927-2852,1572-9095,28049,0.73
2192-6506,,21100201310,0.73
2538-2128,2538-2136,21101029476,0.73
2227-7102,,21100897500,0.73
2620-8075,2620-8083,21101198697,0.73
2005-968X,1226-1025,19900192153,0.73
2095-2635,2095-2643,21100413834,0.73
0021-8669,1533-3868,29583,0.73
2214-6237,,21100316069,0.73
2590-0552,,21100899643,0.73
0093-4690,2042-4582,100141,0.73
1873-2682,1011-1344,17622,0.73
0090-7324,,144671,0.73
2772-5820,,21101162743,0.73
2573-8348,,21100983151,0.73
1525-6006,1064-1963,23069,0.73
2363-7692,2363-8338,21100900376,0.73
0960-3085,1744-3571,15627,0.73
0009-2819,,25163,0.73
2753-6130,,21101163299,0.73
0018-9464,1941-0069,17364,0.73
1423-0097,1018-2438,21244,0.73
1878-013X,1755-599X,11700154303,0.73
1815-5669,,19500157013,0.73
1573-045X,0895-5638,23582,0.73
0960-0760,1879-1220,14102,0.73
0002-8711,,13106,0.73
2169-8252,2169-8260,21101101953,0.73
1738-5555,1738-5520,3900148406,0.73
2059-5905,2059-5891,21100801725,0.73
0263-6484,1099-0844,16940,0.73
1744-3563,0263-8762,16411,0.73
2374-8834,,21101055039,0.73
1879-0909,0141-0229,15609,0.73
2005-5447,2005-3606,19900193503,0.73
0020-7780,1564-913X,20213,0.73
2688-1152,,21101108654,0.73
0197-5897,1745-655X,21906,0.73
1077-291X,2375-0901,21100205751,0.73
1423-0143,1420-4096,19991,0.73
2575-8411,1063-6927,26104,0.73
1179-1594,,19700182697,0.73
1937-710X,1062-3264,27098,0.73
2095-2430,2095-2449,21100201094,0.73
0920-3796,,20344,0.73
0435-3684,1468-0467,110302,0.73
2474-9508,,21101045751,0.73
2468-0451,2468-0869,21100466874,0.73
1368-2822,1460-6984,13739,0.73
1746-7268,1746-725X,21100220372,0.73
0730-7829,,5000153503,0.73
1476-1645,0002-9637,21787,0.73
1758-3012,1758-3004,19700201458,0.73
2645-7776,2588-4344,21101209915,0.73
2324-8823,2324-8831,21100835739,0.73
2167-485X,,21100901148,0.73
1570-1611,1875-6212,23155,0.73
2576-988X,2576-9898,21101039622,0.73
1369-1457,,5600153659,0.73
2093-369X,2093-3681,21100242232,0.73
0960-3271,,25106,0.73
1526-9914,,27214,0.73
2329-4221,2329-4124,21100423216,0.73
1296-2074,,57810,0.73
1931-5872,1931-5864,19700194017,0.73
1872-678X,0165-0270,16765,0.73
0733-9496,,50054,0.73
1355-3259,2044-8333,12042,0.73
1368-3047,,144672,0.73
2565-6120,,21101206920,0.73
1096-1178,0885-5765,16531,0.73
0031-9422,1873-3700,16534,0.73
0894-1920,1521-0723,25822,0.73
1473-2254,,5700164344,0.73
1947-5691,1947-5683,19700201402,0.72
1347-4367,1880-0920,144956,0.72
1461-4103,,64975,0.72
0278-0070,,27724,0.72
1532-2513,0892-3973,22372,0.72
1532-4265,0190-0692,4700151710,0.72
1533-712X,0271-0749,23008,0.72
1029-4937,1055-6788,28538,0.72
0031-3955,1557-8240,15719,0.72
1062-9769,,23633,0.72
0959-4493,1365-3164,19518,0.72
2234-0653,2234-0645,21100203316,0.72
1297-9678,0044-8435,19137,0.72
1671-7694,,66344,0.72
2662-9984,,21101138720,0.72
1747-4086,1747-4094,19700174994,0.72
2468-2152,2468-0427,21100923302,0.72
1420-8989,0378-620X,23228,0.72
0264-3707,,28441,0.72
2504-4494,,21100977478,0.72
0273-5024,1543-2769,21472,0.72
1541-5856,,4400151737,0.72
1757-7853,1757-7861,21100199110,0.72
1873-1597,1572-1000,130008,0.72
2093-7482,1976-1317,10600153312,0.72
2046-6390,,21100444312,0.72
1746-6148,,4300151401,0.72
1664-5502,1664-3828,21100265662,0.72
1179-1438,,19700175093,0.72
2522-574X,2522-5731,21101034112,0.72
0950-5423,1365-2621,20115,0.72
1869-5868,0021-2148,24139,0.72
2561-326X,,21101028582,0.72
0950-4230,,13559,0.72
1096-1658,0022-314X,23961,0.72
1742-9153,1742-9145,4700152418,0.72
0024-2519,1549-652X,14060,0.72
2457-8827,,21101000295,0.72
1941-2452,0884-5336,13323,0.72
0737-1209,1525-1446,29368,0.72
1547-3287,,26073,0.72
1471-6976,0268-3679,145621,0.72
1744-7429,0006-3606,13817,0.72
0951-0605,1099-0860,24472,0.72
1742-2043,,145294,0.72
1568-0096,1873-5576,29311,0.72
1461-6742,,5700161890,0.72
1538-7151,0277-1691,27519,0.72
1614-2241,1614-1881,5700184957,0.72
2211-2669,,21100201774,0.72
2326-8743,2326-8751,21100455449,0.72
1687-4757,1687-4765,4700152848,0.72
1536-0040,,26403,0.72
1661-8734,1661-8726,12000154316,0.72
1550-3259,0271-8294,23289,0.72
1467-2995,1467-2987,19498,0.72
1103-3088,,5700164241,0.72
1369-4332,,14469,0.72
1472-4782,1476-9328,17600155227,0.72
0008-414X,1496-4279,101474,0.72
1469-3615,1366-8803,130173,0.72
1092-8480,1534-3138,15013,0.72
1438-7948,1438-793X,22119,0.72
2405-5794,,21100445642,0.72
0022-1910,1879-1611,20487,0.72
1488-3473,,5600155054,0.72
1936-6469,0882-0783,12100155619,0.72
2666-2736,,21101079131,0.72
0740-8188,,13971,0.72
2039-4403,2039-439X,21100853880,0.72
0031-4056,1873-1511,36093,0.72
0036-0112,1549-0831,17389,0.72
2662-5407,,21101142745,0.72
0198-7429,,21996,0.72
1570-9639,1878-1454,16832,0.72
1471-2415,,13727,0.72
1536-3724,1050-642X,19818,0.72
2451-9650,,21100899564,0.72
1179-1365,,19700175086,0.72
1469-4409,0950-2688,19686,0.72
1558-1934,1083-7515,29736,0.72
0966-369X,1360-0524,23638,0.72
2211-8845,2211-8837,21100201770,0.72
2772-431X,2097-0684,21101125269,0.72
0308-0161,,20453,0.72
2662-2521,,21101195680,0.72
1482-1826,,23089,0.72
1747-0919,1747-0927,5800179612,0.72
1467-3584,1742-9692,17700156755,0.72
1531-586X,1083-4362,27417,0.72
1841-0413,,19900192612,0.72
2296-9144,,21100868821,0.72
2674-0702,,21101226628,0.72
1447-2600,1445-5226,22511,0.72
1873-5711,1050-6411,14897,0.72
1570-7385,,145670,0.72
1945-0079,1057-0837,19900191979,0.72
1096-3367,1945-1814,11600153707,0.72
2376-5992,,21100830173,0.72
1699-2407,1386-6710,6200180164,0.72
0090-5550,1939-1544,14112,0.72
0098-1389,1541-034X,14622,0.72
1948-5204,,21100851285,0.72
0146-6216,1552-3497,12028,0.72
2076-328X,,21100901748,0.72
2634-4505,,21101194987,0.72
1058-6458,1944-950X,26448,0.72
1942-0684,1942-0676,19700201531,0.72
0929-6646,1876-0821,27952,0.72
0026-9662,2153-3601,25433,0.72
1556-8598,1879-9809,17500155129,0.72
1539-0578,,21101107533,0.72
1879-3177,0887-2333,25224,0.72
1860-7187,1860-7179,4400151608,0.72
2511-2104,2511-2112,21101022413,0.72
2785-2997,,21101120348,0.72
2042-7158,0022-3573,23102,0.72
2389-7716,1692-3030,21101089001,0.72
0253-8318,,17100154712,0.72
1360-0583,0269-7459,14683,0.72
1741-3079,0264-5505,20500195116,0.72
0270-2711,1521-0685,16054,0.72
1049-7315,1552-7581,16907,0.72
1086-055X,,15300154827,0.72
1875-9157,1875-9181,17500155018,0.72
2218-5836,,21100284963,0.72
2471-2566,2471-2574,21100832567,0.72
1618-2642,1618-2650,23913,0.72
1875-2136,1875-2128,11300153709,0.72
1748-6041,1748-605X,11700154380,0.72
0008-5006,,5600155308,0.72
1535-6337,0011-3840,21062,0.72
0001-7701,1572-9532,27975,0.72
1469-5081,0016-7568,26476,0.72
1936-4776,1045-6767,27067,0.72
2156-3950,,21100199777,0.72
2666-3309,,21101055807,0.72
1179-2736,,21100397702,0.72
2308-3425,,21101022494,0.72
1066-5234,1550-7408,20223,0.72
0022-1155,0975-8402,20617,0.72
0022-3093,1873-4812,28547,0.72
2471-5492,,21101274733,0.72
1573-0484,0920-8542,25623,0.72
2352-507X,,21100416140,0.72
0033-2828,2167-4086,13422,0.72
0304-3991,1879-2723,20941,0.72
0887-6177,1873-5843,14206,0.72
1712-9532,1918-1493,130118,0.72
1383-4517,,69955,0.72
1356-3289,,144962,0.72
0011-0035,1556-6978,17100154740,0.72
2689-3622,2689-3614,21101027511,0.72
0016-626X,,19213,0.72
1363-4593,1461-7196,20830,0.72
1552-5724,0898-0101,28208,0.72
1537-1921,0898-4921,21911,0.72
2514-1775,,21100901800,0.72
1558-8009,1050-4753,19900193253,0.71
1360-4813,1470-3629,6500153241,0.71
2055-4877,,21101019623,0.71
1742-6731,1742-6723,29666,0.71
2699-4445,,21101087875,0.71
2053-3713,,21100851335,0.71
1677-6119,1677-5538,19930,0.71
1562-2479,2199-3211,12358,0.71
1570-0763,1744-5043,19700187615,0.71
0361-7734,1559-2863,22812,0.71
1532-2807,1219-4956,12646,0.71
1098-8785,0735-1631,30079,0.71
0379-864X,1464-3553,23377,0.71
1996-1073,,62932,0.71
2666-7592,,21101090689,0.71
1950-6945,1294-9361,15518,0.71
1530-9304,1063-6560,24966,0.71
2092-6456,1226-7708,12100154903,0.71
2169-575X,,21100390415,0.71
1080-7039,1549-7860,22651,0.71
1557-7023,1540-7063,22023,0.71
1073-5623,1543-1940,27356,0.71
1421-9743,0006-8977,14323,0.71
2196-3029,,21101021074,0.71
2766-8649,,21101150734,0.71
2199-4641,2199-465X,21100922747,0.71
1099-498X,1521-2254,18922,0.71
1539-3585,1547-9714,21100199856,0.71
2667-100X,2097-0250,21101092872,0.71
2667-145X,2667-1468,21101038577,0.71
1544-046X,1544-0478,130154,0.71
2079-7338,1004-8979,19900193816,0.71
1936-6450,1936-6442,14300154706,0.71
0090-5917,1552-7476,23421,0.71
1476-7503,,5700162125,0.71
2050-3806,2050-3814,21100374356,0.71
1723-2007,,12000154402,0.71
2398-8703,,21101041869,0.71
1743-4440,,79319,0.71
1124-9390,,22362,0.71
2182-7788,2182-7796,21100450117,0.71
1438-8359,0913-8668,21909,0.71
1091-3734,,29320,0.71
1467-8373,1360-7456,13490,0.71
2146-3123,2146-3131,19900192138,0.71
1871-5273,1996-3181,4500151409,0.71
1874-9356,0015-5632,17487,0.71
2473-0114,,21101062120,0.71
1662-5196,,19700175167,0.71
1942-4426,0893-2174,25637,0.71
2662-3323,2662-3331,21101256249,0.71
0176-4268,1432-1343,23842,0.71
1752-0606,0194-472X,15567,0.71
1010-660X,1648-9144,51878,0.71
0301-4851,1573-4978,14154,0.71
2090-1860,2090-1852,21100215180,0.71
2300-7370,0078-3234,28374,0.71
0032-0862,1365-3059,16614,0.71
2253-2447,,21100258636,0.71
2831-2597,,21101230595,0.71
0008-400X,1879-2669,12819,0.71
1481-8035,,145428,0.71
2210-7762,2210-7770,19700202610,0.71
1179-1322,,19700175043,0.71
0278-4343,1873-6955,26817,0.71
2673-4834,,21101133329,0.71
2673-3293,,21101172262,0.71
1525-3511,,145653,0.71
1750-9378,,5700191215,0.71
2036-7449,2036-7430,19700194023,0.71
2772-4875,,21101060488,0.71
1948-822X,2334-2315,21100854808,0.71
